Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
7619,CA-2020-151225,10/27/2020,10/29/2020,First Class,JM-15655,Jim Mitchum,Corporate,United States,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,189.576,1,9.4788
7620,CA-2020-151225,10/27/2020,10/29/2020,First Class,JM-15655,Jim Mitchum,Corporate,United States,Los Angeles,California,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,71.96,5,7.196
7633,US-2020-158526,12/29/2020,1/1/2019,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,South,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,1207.84,8,314.0384
7634,US-2020-158526,12/29/2020,1/1/2019,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,12.53,1,5.8891
7635,US-2020-158526,12/29/2020,1/1/2019,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,South,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,10.0282
7636,US-2020-158526,12/29/2020,1/1/2019,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,South,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",300.98,1,87.2842
7637,US-2020-158526,12/29/2020,1/1/2019,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,258.75,3,77.625
7638,CA-2020-104885,3/2/2020,3/8/2020,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,15.4752
7639,CA-2020-104885,3/2/2020,3/8/2020,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,57.96,7,27.2412
7640,CA-2020-104885,3/2/2020,3/8/2020,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",441.96,2,101.6508
7641,CA-2020-104885,3/2/2020,3/8/2020,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,East,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,68.04,6,33.3396
7642,US-2019-157490,10/6/2019,10/7/2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,6,-938.28
7643,US-2019-157490,10/6/2019,10/7/2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,4,-14.92
7644,US-2019-157490,10/6/2019,10/7/2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,-9.1816
7645,US-2019-157490,10/6/2019,10/7/2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.8495
7648,CA-2019-138968,3/15/2019,3/16/2019,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,West,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,4.544,2,1.6472
7649,CA-2019-138968,3/15/2019,3/16/2019,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.032,4,84.502
7652,CA-2020-110821,8/7/2020,8/8/2020,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Dallas,Texas,Central,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,119.448,3,-13.4379
7653,CA-2020-110821,8/7/2020,8/8/2020,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Dallas,Texas,Central,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,118.16,2,-25.109
7659,CA-2020-155740,7/30/2020,8/2/2020,First Class,TC-21475,Tony Chapman,Home Office,United States,Lakewood,Ohio,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,76.776,4,-53.7432
7660,CA-2020-146493,6/1/2020,6/5/2020,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fremont,Nebraska,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.9,5,25.872
7663,US-2020-141509,9/29/2020,10/1/2020,First Class,SC-20575,Sonia Cooley,Consumer,United States,Los Angeles,California,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,25.792
7664,CA-2020-139493,9/13/2020,9/19/2020,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Asheville,North Carolina,South,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,5,2.786
7666,US-2019-140158,10/4/2019,10/8/2019,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,13.984
7667,US-2019-140158,10/4/2019,10/8/2019,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,2591.9568
7668,US-2019-140158,10/4/2019,10/8/2019,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,119.1,3,34.539
7676,CA-2020-133487,5/6/2020,5/9/2020,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,Rancho Cucamonga,California,West,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,41.2938
7687,CA-2019-169838,11/25/2019,11/29/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1568.61,9,329.4081
7688,CA-2019-169838,11/25/2019,11/29/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,17.3,1,8.304
7689,CA-2019-169838,11/25/2019,11/29/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,Central,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160,8,62.4
7690,US-2020-128951,7/15/2020,7/17/2020,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Suffolk,Virginia,South,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,179.94,3,50.3832
7691,US-2020-128951,7/15/2020,7/17/2020,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Suffolk,Virginia,South,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,872.94,3,157.1292
7692,US-2020-128951,7/15/2020,7/17/2020,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Suffolk,Virginia,South,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,6.2208
7695,CA-2019-118899,3/22/2019,3/22/2019,Same Day,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",167.888,7,14.6902
7696,CA-2020-107958,7/2/2020,7/5/2020,First Class,AH-10120,Adrian Hane,Home Office,United States,Houston,Texas,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",163.96,5,59.4355
7697,CA-2020-107958,7/2/2020,7/5/2020,First Class,AH-10120,Adrian Hane,Home Office,United States,Houston,Texas,Central,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,5.232,4,-8.1096
7698,CA-2020-151799,12/14/2020,12/18/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1199.98,2,467.9922
7699,CA-2020-151799,12/14/2020,12/18/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,73.85,1,2.2155
7700,CA-2020-151799,12/14/2020,12/18/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,6.6846
7701,CA-2020-151799,12/14/2020,12/18/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",17.28,6,8.1216
7702,CA-2020-151799,12/14/2020,12/18/2020,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,526.582,2,-52.6582
7703,CA-2019-114601,8/26/2019,9/2/2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,11.56,2,5.6644
7704,CA-2019-114601,8/26/2019,9/2/2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,58.7916
7705,CA-2019-114601,8/26/2019,9/2/2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,4,98.5248
7706,CA-2019-114601,8/26/2019,9/2/2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898
7707,CA-2019-114601,8/26/2019,9/2/2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,2.5056
7708,CA-2020-100237,10/15/2020,10/19/2020,Standard Class,SV-20815,Stuart Van,Corporate,United States,Orem,Utah,West,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,11.68,2,4.2048
7712,CA-2020-139353,10/28/2020,10/30/2020,Second Class,JM-15250,Janet Martin,Consumer,United States,Fayetteville,North Carolina,South,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,15.5904
7713,CA-2020-139353,10/28/2020,10/30/2020,Second Class,JM-15250,Janet Martin,Consumer,United States,Fayetteville,North Carolina,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,-29.4368
7714,CA-2020-139353,10/28/2020,10/30/2020,Second Class,JM-15250,Janet Martin,Consumer,United States,Fayetteville,North Carolina,South,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,3,16.1838
7716,US-2020-101518,11/3/2020,11/8/2020,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.776,3,0.5097
7719,US-2020-146213,9/9/2020,9/14/2020,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,4,51.1872
7723,US-2020-138086,4/16/2020,4/20/2020,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,San Francisco,California,West,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3,12.222
7725,CA-2019-113978,9/25/2019,9/29/2019,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,286.256,1,17.891
7726,CA-2019-113978,9/25/2019,9/29/2019,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,24.224,2,-4.8448
7727,CA-2019-113978,9/25/2019,9/29/2019,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,-82.884
7729,CA-2019-106915,11/26/2019,12/2/2019,Standard Class,GA-14515,George Ashbrook,Consumer,United States,El Paso,Texas,Central,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,17.856,4,4.2408
7730,US-2019-109260,9/26/2019,10/1/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Tallahassee,Florida,South,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,-75.5958
7731,CA-2020-104850,6/13/2020,6/19/2020,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",291.136,4,-25.4744
7732,CA-2020-140508,9/18/2020,9/21/2020,First Class,PA-19060,Pete Armstrong,Home Office,United States,Dallas,Texas,Central,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.848,4,35.89
7733,CA-2020-143294,6/2/2020,6/8/2020,Standard Class,JD-15790,John Dryer,Consumer,United States,Houston,Texas,Central,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,10.688,2,3.7408
7734,CA-2019-165673,5/15/2019,5/19/2019,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Springfield,Ohio,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,5.5216
7735,CA-2020-134418,9/15/2020,9/20/2020,Standard Class,GM-14500,Gene McClure,Consumer,United States,Seattle,Washington,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,5.2164
7736,US-2019-106313,8/22/2019,8/26/2019,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,Seattle,Washington,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.44,3,9.3312
7738,CA-2020-108287,12/18/2020,12/20/2020,First Class,AG-10330,Alex Grayson,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,12.672,9,1.4256
7739,CA-2020-141103,7/30/2020,8/6/2020,Standard Class,JF-15355,Jay Fein,Consumer,United States,Baltimore,Maryland,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5,43.176
7743,CA-2020-105326,8/20/2020,8/27/2020,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Los Angeles,California,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,25.92,4,12.4416
7744,CA-2019-133613,6/17/2019,6/22/2019,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,East,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,7.96,2,3.7412
7745,CA-2019-133613,6/17/2019,6/22/2019,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,566.97,3,153.0819
7746,CA-2019-133613,6/17/2019,6/22/2019,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,2.8536
7756,CA-2020-100902,11/17/2020,11/21/2020,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Charlotte,North Carolina,South,OFF-PA-10002558,Office Supplies,Paper,Xerox 1938,268.24,7,93.884
7757,CA-2020-100902,11/17/2020,11/21/2020,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,431.16,5,107.79
7758,CA-2020-112844,11/13/2020,11/16/2020,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,12.208
7759,CA-2020-112844,11/13/2020,11/16/2020,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,East,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",154.95,3,30.99
7760,CA-2019-158925,10/24/2019,10/28/2019,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Houston,Texas,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,3,5.4432
7762,CA-2020-123071,12/3/2020,12/6/2020,First Class,CC-12550,Clay Cheatham,Consumer,United States,Plano,Texas,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,10.368,2,3.6288
7763,CA-2020-156391,9/26/2020,9/28/2020,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Salem,Oregon,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,2.224,1,0.556
7765,US-2020-118941,8/12/2020,8/12/2020,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,17.52,3,5.256
7766,US-2020-118941,8/12/2020,8/12/2020,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,East,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1779.9,5,373.779
7767,US-2020-118941,8/12/2020,8/12/2020,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,219.9,5,59.373
7769,CA-2020-154088,11/12/2020,11/17/2020,Standard Class,LB-16735,Larry Blacks,Consumer,United States,Tallahassee,Florida,South,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,5,9.352
7770,CA-2019-155978,8/1/2019,8/1/2019,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1039.728,2,90.9762
7771,CA-2019-155978,8/1/2019,8/1/2019,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,West,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,13.788
7772,CA-2019-108196,11/25/2019,12/2/2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,-304.392
7773,CA-2019-108196,11/25/2019,12/2/2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4499.985,5,-6599.978
7774,CA-2019-108196,11/25/2019,12/2/2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,59.976,3,11.9952
7775,CA-2019-152800,4/13/2019,4/15/2019,First Class,SP-20920,Susan Pistek,Consumer,United States,San Francisco,California,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,2.8764
7780,CA-2019-139381,4/18/2019,4/22/2019,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,203.92,4,55.0584
7781,CA-2019-139381,4/18/2019,4/22/2019,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",29.56,4,7.9812
7783,CA-2019-162236,11/4/2019,11/6/2019,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,South,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2,3.9592
7784,CA-2019-162236,11/4/2019,11/6/2019,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,876.3,10,-292.1
7785,CA-2019-162236,11/4/2019,11/6/2019,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,South,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,-34.758
7787,US-2019-117037,5/17/2019,5/20/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,1,-4.7685
7788,US-2019-117037,5/17/2019,5/20/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,7.896,3,2.4675
7789,US-2019-117037,5/17/2019,5/20/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736
7790,US-2019-117037,5/17/2019,5/20/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30.528,8,9.54
7791,CA-2020-160801,9/19/2020,9/19/2020,Same Day,FG-14260,Frank Gastineau,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.842,3,-3.3894
7792,CA-2019-108364,12/19/2019,12/24/2019,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.8,5,-2.88
7793,CA-2020-169362,10/12/2020,10/15/2020,First Class,SP-20860,Sung Pak,Corporate,United States,Dallas,Texas,Central,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,39.984,2,-1.4994
7798,CA-2020-166184,3/24/2020,3/27/2020,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",47.01,3,22.0947
7799,CA-2020-166184,3/24/2020,3/27/2020,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,469.99,1,136.2971
7800,CA-2020-166184,3/24/2020,3/27/2020,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,2.3094
7801,CA-2020-157413,6/1/2020,6/6/2020,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,3,-77.1267
7808,US-2019-137295,1/8/2019,1/13/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,-24.6624
7809,US-2019-137295,1/8/2019,1/13/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,47.616,3,5.952
7810,US-2019-137295,1/8/2019,1/13/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,108.784,2,10.8784
7811,CA-2019-134334,2/14/2019,2/15/2019,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,2.1465
7812,CA-2019-134334,2/14/2019,2/15/2019,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,2.0748
7813,CA-2019-134334,2/14/2019,2/15/2019,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,3,-47.1798
7814,CA-2019-134334,2/14/2019,2/15/2019,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,6,4.6464
7815,US-2020-109316,6/8/2020,6/10/2020,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,2,140.9568
7816,US-2020-109316,6/8/2020,6/10/2020,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,West,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,17.52,2,-3.504
7817,CA-2019-138478,10/21/2019,10/26/2019,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,113.22,3,29.4372
7818,CA-2019-138478,10/21/2019,10/26/2019,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,West,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,35.88,6,17.5812
7819,CA-2019-138478,10/21/2019,10/26/2019,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976,3,1644.2913
7820,CA-2020-150469,1/26/2020,1/30/2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,San Francisco,California,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,11.84,8,5.6832
